codloc;localidad;codpostal;partido;provincia;codpart
"00011644";"LA OFELIA";"A4432XAQ";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011645";"LA OLIVA";"A4432XAE";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011646";"LA PUNTILLA";"A4434XAX";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011647";"LA RAMADA";"A4432XAF";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011648";"LA TRAMPA";"A4434XAY";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011650";"LAS MESITAS";"A4434XAZ";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011651";"LAS VERTIENTES SANTA RITA DE";"A4430XAE";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011652";"LECHIGUANA";"A4434XBA";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011653";"LOS CORRALES";"A4434XBB";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011654";"MADRE VIEJA";"A4430XAF";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011655";"OJO DE AGUA";"A4430XAG";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011656";"PALOMITAS";"A4434XBH";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011657";"PUESTO VIEJO";"A4430XAP";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011658";"QUISTO";"A4430XAQ";"GENERAL MARTIN M GUEMES";"A";"0729"
"00021253";"RIO LAVALLEN";"A4432XAJ";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011659";"RODEO GRANDE";"A4432XAR";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011660";"SALADILLO";"A4430XAR";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011661";"SAN ISIDRO";"A4430XAS";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011662";"SAN MARTIN";"A4432XAS";"GENERAL MARTIN M GUEMES";"A";"0729"
"00021254";"SANTA LUCIA";"A4432XAK";"GENERAL MARTIN M GUEMES";"A";"0729"
"00021255";"SANTA RITA";"A4430XAB";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011663";"SANTA ROSA";"A4432XAT";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011664";"SAUSALITO";"A4430XAT";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011665";"TORZALITO";"A4430XAU";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011666";"VILLA MAYOR ZABALETA";"A4430XAH";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011667";"VIRGILIO TEDIN";"A4434XBC";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011668";"ZAPALLITO";"A4430XAI";"GENERAL MARTIN M GUEMES";"A";"0729"
"00011669";"ACAMBUCO";"A4568XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011670";"AGUARAY";"";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021800";"ANGOSTURA";"A4560XBE";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011671";"ANTONIO QUIJARRO";"A4552XAE";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011672";"ARENAL";"A4560XAK";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021811";"BARRIO LA LOMA";"A4560XAU";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021824";"BARRIO SAN ANTONIO";"A4560XAF";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021801";"BARRIO SAN CAYETANO";"A4560XBB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011673";"BUEN LUGAR";"A4550XAE";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011674";"CAMINERA SAN PEDRITO";"A4563XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011675";"CAMPAMENTO TABLILLA";"A4563XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011676";"CAMPAMENTO VESPUCIO";"";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011677";"CAMPICHUELO";"A4552XAI";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011678";"CAMPO DURAN";"A4566XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011679";"CAMPO LIBRE";"A4554XAK";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021802";"CAPIAZUTTI";"A4560XBD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021803";"CARAPARI";"A4560XBC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011680";"COLONIA OTOMANA";"A4550XAK";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021804";"COLONIA ZANJA DEL TIGRE";"A4560XBF";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011681";"CORONEL CORNEJO";"";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011682";"CORRALITO";"A4552XAJ";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011683";"CORZUELA";"A4550XAL";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021805";"DIQUE ITIRUYO";"A4568XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011684";"DRAGONES";"A4554XAL";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011685";"EL AGUAY";"A4563XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021806";"EL CHORRO";"A4560XAQ";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021807";"EL CIENAGO";"A4554XAM";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011686";"EL CUCHILLO";"A4550XAM";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011687";"EL ESPINILLO";"A4554XAE";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011688";"EL RETIRO";"A4550XAF";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011689";"EMBARCACION";"";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011690";"EMBOSCADA";"A4554XAF";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021809";"FRONTERA 4";"A4560XAS";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021810";"FRONTERA 5";"A4560XAT";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021808";"FRONTERA TRES";"A4560XAR";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011691";"GENERAL BALLIVIAN";"A4552XAF";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011692";"GENERAL ENRIQUE MOSCONI";"";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00016683";"GUAMACHI";"A4560XAO";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011693";"HICKMAN";"A4554XAG";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011694";"ITUYURO";"A4566XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011695";"KILOMETRO 1306 FCGB";"A4550XAG";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011696";"KILOMETRO 1398";"A4562XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011697";"KILOMETRO 1448";"A4564XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011698";"LA FORTUNA";"A4550XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021816";"LA PORCELANA";"A4560XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011699";"LA QUENA";"A4550XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021812";"LA SOLEDAD";"A4560XAV";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011700";"LAS LOMITAS";"A4562XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011701";"LOS BALDES";"A4550XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021813";"LOTE 27";"A4560XAW";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011702";"LOTE ESTELA";"A4533XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011703";"LUNA MUERTA";"A4554XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011704";"MACUETA";"A4566XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011705";"MANUELA PEDRAZA";"A4560XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021814";"MISION FRANCISCANA";"A4560XAX";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011707";"MISTOLAR";"A4554XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011708";"MONTE CARMELO";"A4554XAH";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011709";"NUEVO PORVENIR";"A4550XAH";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011710";"OTOMANA";"A4550XAI";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011711";"P SALVADOR MAZZA EST POCITO";"A4568XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021815";"PARAJE CAMPO LARGO";"A4560XAG";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011712";"PASTOR SEVILLOSA";"A4552XAG";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011713";"PEDRO LOZANO";"A4554XAI";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011714";"PIQUIRENDA";"A4564XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011715";"PLUMA DEL PATO";"A4560XAL";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011716";"POCOY";"A4552XAH";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021817";"POZO BERMEJO";"A4560XAH";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011717";"POZO BRAVO";"A4554XAJ";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021818";"PUERTO BAULES";"A4552XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011718";"PUESTO GRANDE";"A4550XAJ";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011719";"RECAREDO";"A4563XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011720";"RIO CARAPAN";"A4566XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021819";"RIO SECO";"A4552XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021820";"S JOLLIN";"A4560XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021821";"SAN LAURENCIO";"A4560XAI";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00016684";"SAN PEDRO";"A4560XAP";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011721";"SANTA VICTORIA";"A4550XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011722";"SENDA HACHADA ESTACION FCGB";"A4552XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011723";"TABACO CIMARRON";"A4554XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011724";"TARTAGAL";"";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011725";"TOBANTIRENDA";"A4564XAA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011726";"TONONO";"A4560XAJ";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011727";"TRANQUITAS";"A4552XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021822";"TUYUNTI";"A4560XAC";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011728";"VESPUCIO";"A4562XAB";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021823";"VILLA GENERAL GUEMES";"A4560XAE";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011729";"VILLA SAAVEDRA";"A4560XAM";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021825";"YACAY";"A4560XAY";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021826";"YACIMIENTO TONONO";"A4560XAZ";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011730";"YACUY";"A4564XAD";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011731";"YARIGUARENDA";"A4560XAN";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00021827";"ZANJA HONDA";"A4560XBA";"GENERAL JOSE DE SAN MARTIN";"A";"0730"
"00011732";"ACOSTA";"A4425XAA";"GUACHIPAS";"A";"0731"
"00011734";"BODEGUITA";"A4425XAC";"GUACHIPAS";"A";"0731"
"00011733";"CAMPOS DE ALEMANIA";"A4425XAB";"GUACHIPAS";"A";"0731"
"00011735";"CARAHUASI";"A4425XAD";"GUACHIPAS";"A";"0731"
"00021234";"CERRO ALEMANIA";"A4425XAY";"GUACHIPAS";"A";"0731"
"00011736";"CEVILAR";"A4425XAE";"GUACHIPAS";"A";"0731"
"00011737";"COROPAMPA";"A4425XAF";"GUACHIPAS";"A";"0731"
"00011738";"DURAZNO";"A4425XAG";"GUACHIPAS";"A";"0731"
"00016685";"EL ACHERAL";"A4425XAX";"GUACHIPAS";"A";"0731"
"00021235";"EL FRAILE";"A4425XAZ";"GUACHIPAS";"A";"0731"
"00021236";"EL OBELISCO";"A4425XBB";"GUACHIPAS";"A";"0731"
"00021237";"EL SAPO";"A4425XBC";"GUACHIPAS";"A";"0731"
"00011739";"FINCA EL CARMEN";"A4425XAH";"GUACHIPAS";"A";"0731"
"00011740";"GUACHIPAS";"";"GUACHIPAS";"A";"0731"
"00011741";"LA COSTA";"A4425XAM";"GUACHIPAS";"A";"0731"
"00011742";"LA FLORIDA";"A4425XAN";"GUACHIPAS";"A";"0731"
"00011743";"LA PAMPA";"A4425XAO";"GUACHIPAS";"A";"0731"
"00011744";"LA POBLACION";"A4425XAP";"GUACHIPAS";"A";"0731"
"00016686";"LAS CURTIEMBRES";"A4425XAV";"GUACHIPAS";"A";"0731"
"00021238";"LAS JUNTAS DE ALEMANIA";"A4425XBD";"GUACHIPAS";"A";"0731"
"00021239";"LOS CASTILLOS";"A4425XBE";"GUACHIPAS";"A";"0731"
"00011745";"LOS CHURQUIS";"A4425XAQ";"GUACHIPAS";"A";"0731"
"00011746";"LOS SAUCES";"A4425XAR";"GUACHIPAS";"A";"0731"
"00021240";"MORALES";"A4425XBA";"GUACHIPAS";"A";"0731"
"00011747";"PAMPA GRANDE";"A4425XAS";"GUACHIPAS";"A";"0731"
"00021241";"POTRERILLOS";"A4425XBF";"GUACHIPAS";"A";"0731"
"00011748";"REDONDO";"A4425XAT";"GUACHIPAS";"A";"0731"
"00011749";"RIO ALEMANIA";"A4425XAU";"GUACHIPAS";"A";"0731"
"00011750";"SANTA BARBARA";"A4427XAP";"GUACHIPAS";"A";"0731"
"00011751";"SANTA ELENA";"A4425XAI";"GUACHIPAS";"A";"0731"
"00011752";"SAUCE";"A4425XAJ";"GUACHIPAS";"A";"0731"
"00011753";"SAUCE REDONDO";"A4425XAK";"GUACHIPAS";"A";"0731"
"00011754";"TIPA SOLA";"A4425XAL";"GUACHIPAS";"A";"0731"
"00016687";"TRES CRUCES";"A4425XAW";"GUACHIPAS";"A";"0731"
"00021242";"VAQUERIA";"A4191XAA";"GUACHIPAS";"A";"0731"
"00021243";"VAQUERIA LOS SAUCES";"A4425XBG";"GUACHIPAS";"A";"0731"
"00021256";"AGUAS BLANCAS";"A4530XAB";"IRUYA";"A";"0732"
"00011755";"ASTILLERO";"A4633XAI";"IRUYA";"A";"0732"
"00011756";"CANCILLAR";"A4633XAJ";"IRUYA";"A";"0732"
"00011757";"CASA GRANDE";"A4633XAK";"IRUYA";"A";"0732"
"00021257";"CHACAR";"A4633XAC";"IRUYA";"A";"0732"
"00011758";"CHIYAYOC";"A4633XAL";"IRUYA";"A";"0732"
"00011759";"COLANZULI";"A4633XAM";"IRUYA";"A";"0732"
"00021258";"COLORADO";"A4633XAD";"IRUYA";"A";"0732"
"00021259";"CORTADERAS";"A4411XAX";"IRUYA";"A";"0732"
"00021260";"EL TAPIAL";"A4633XAH";"IRUYA";"A";"0732"
"00011760";"FINCA SANTIAGO";"A4633XAN";"IRUYA";"A";"0732"
"00011761";"HIGUERAS";"A4633XAZ";"IRUYA";"A";"0732"
"00011762";"IRUYA";"";"IRUYA";"A";"0732"
"00021261";"JUNTAS DE SAN ANTONIO";"A4530XAA";"IRUYA";"A";"0732"
"00011764";"LA HUERTA";"A4633XBA";"IRUYA";"A";"0732"
"00021263";"LIMONCITO";"A4530XAC";"IRUYA";"A";"0732"
"00011765";"MATANSILLAS";"A4633XBB";"IRUYA";"A";"0732"
"00011766";"MOLINO";"A4644XAD";"IRUYA";"A";"0732"
"00011767";"MOLLAR";"A4644XAE";"IRUYA";"A";"0732"
"00011768";"PINAL";"A4633XBC";"IRUYA";"A";"0732"
"00021264";"PUEBLO VIEJO";"A4633XAF";"IRUYA";"A";"0732"
"00011769";"RODEO COLORADO";"A4633XBD";"IRUYA";"A";"0732"
"00016689";"SAN ANTONIO";"A4633XAB";"IRUYA";"A";"0732"
"00011770";"SAN ANTONIO DE IRUYA";"A4633XBE";"IRUYA";"A";"0732"
"00011771";"SAN ISIDRO DE IRUYA";"A4633XAO";"IRUYA";"A";"0732"
"00011772";"SAN JUAN";"A4633XAP";"IRUYA";"A";"0732"
"00011773";"SAN PEDRO DE IRUYA";"A4633XAQ";"IRUYA";"A";"0732"
"00021265";"SOLAZUTI";"A4530XAD";"IRUYA";"A";"0732"
"00011774";"TIPAYOC";"A4633XAR";"IRUYA";"A";"0732"
"00021266";"TITICOITE";"A4633XAV";"IRUYA";"A";"0732"
"00011775";"TOROYOC";"A4644XAB";"IRUYA";"A";"0732"
"00021267";"TRES MORROS";"A4633XAW";"IRUYA";"A";"0732"
"00011776";"UCHOGOL";"A4633XAS";"IRUYA";"A";"0732"
"00021268";"UCHUYOC";"A4633XAX";"IRUYA";"A";"0732"
"00021269";"VALLE DELGADO";"A4633XAY";"IRUYA";"A";"0732"
"00011777";"VILLA ALEM";"A4633XAT";"IRUYA";"A";"0732"
"00011778";"VIZCARRA";"A4644XAC";"IRUYA";"A";"0732"
"00011779";"VOLCAN HIGUERAS";"A4633XAU";"IRUYA";"A";"0732"
"00020964";"ANTONIO ALICE";"A4401XAR";"LA CALDERA";"A";"0733"
"00020966";"CALDERA";"A4401XAS";"LA CALDERA";"A";"0733"
"00020967";"CALDERILLA";"A4401XAT";"LA CALDERA";"A";"0733"
"00020969";"CURUZU";"A4401XAM";"LA CALDERA";"A";"0733"
"00020971";"EL GALLINATO";"A4401XAN";"LA CALDERA";"A";"0733"
"00020973";"KILOMETRO 1125";"A4401XAO";"LA CALDERA";"A";"0733"
"00020974";"LESSER";"A4401XAP";"LA CALDERA";"A";"0733"
"00020975";"LOS MERCADOS";"A4401XAQ";"LA CALDERA";"A";"0733"
"00020978";"LOS SAUCES";"A4401XAU";"LA CALDERA";"A";"0733"
"00020979";"MAYO TORITO";"A4401XAV";"LA CALDERA";"A";"0733"
"00011780";"MOJOTORO";"A4432XAW";"LA CALDERA";"A";"0733"
"00020980";"MONTE";"A4401XAW";"LA CALDERA";"A";"0733"
"00020981";"POTRERO DE CASTILLA";"A4401XAX";"LA CALDERA";"A";"0733"
"00020982";"SAN ALEJO";"A4401XAY";"LA CALDERA";"A";"0733"
"00020983";"SANTA RUFINA";"A4401XAZ";"LA CALDERA";"A";"0733"
"00020986";"VAQUEROS";"A4401XBA";"LA CALDERA";"A";"0733"
"00020987";"VELARDES";"A4401XBB";"LA CALDERA";"A";"0733"
"00011781";"VILLA SAN LORENZO";"A4401XAK";"LA CALDERA";"A";"0733"
"00020989";"YACONES";"A4401XBC";"LA CALDERA";"A";"0733"
"00011782";"BARRO NEGRO";"A4415XBO";"LA POMA";"A";"0734"
"00021270";"CANGREJILLOS";"A4415XBX";"LA POMA";"A";"0734"
"00021271";"EL MOLINO";"A4415XBY";"LA POMA";"A";"0734"
"00021272";"EL POTRERO";"A4415XBZ";"LA POMA";"A";"0734"
"00011783";"EL RODEO";"A4415XBP";"LA POMA";"A";"0734"
"00016690";"EL TRIGAL";"A4415XBM";"LA POMA";"A";"0734"
"00021273";"LA ESPERANZA";"A4415XCA";"LA POMA";"A";"0734"
"00011784";"LA POMA";"";"LA POMA";"A";"0734"
"00011785";"LOMA DE BURRO";"A4415XBQ";"LA POMA";"A";"0734"
"00021274";"LOS PATOS";"A4411XAA";"LA POMA";"A";"0734"
"00011786";"MINA SAN ESTEBAN";"A4415XBR";"LA POMA";"A";"0734"
"00011787";"MINA SAN GUILLERMO";"A4415XBS";"LA POMA";"A";"0734"
"00011788";"MINA SAN WALTERIO";"A4415XBT";"LA POMA";"A";"0734"
"00011789";"MINAS VICTORIA";"A4415XBU";"LA POMA";"A";"0734"
"00021275";"POMPEYA";"A4415XCB";"LA POMA";"A";"0734"
"00021276";"PUEBLO NUEVO";"A4415XCC";"LA POMA";"A";"0734"
"00011790";"PUEBLO VIEJO";"A4415XBV";"LA POMA";"A";"0734"
"00011791";"TRIGAL";"A4415XBW";"LA POMA";"A";"0734"
"00011792";"VILLITAS";"A4415XBN";"LA POMA";"A";"0734"
"00016691";"ABRA DEL GALLO";"A4411XAB";"LOS ANDES";"A";"0736"
"00016692";"ACAZOQUE";"A4411XAC";"LOS ANDES";"A";"0736"
"00011828";"CAIPE";"A4413XAE";"LOS ANDES";"A";"0736"
"00021333";"CAUCHARI";"A4413XAG";"LOS ANDES";"A";"0736"
"00021336";"CHACHAS";"A4413XAH";"LOS ANDES";"A";"0736"
"00021339";"CHUCULAQUI";"A4413XAA";"LOS ANDES";"A";"0736"
"00021342";"GRANDES PASTOS";"A4411XAK";"LOS ANDES";"A";"0736"
"00021344";"INCACHULI";"A4413XAB";"LOS ANDES";"A";"0736"
"00016694";"JUNCAL";"A4411XAE";"LOS ANDES";"A";"0736"
"00021350";"JUNCALITO";"A4413XAI";"LOS ANDES";"A";"0736"
"00021352";"KILOMETRO 1369";"A4413XAJ";"LOS ANDES";"A";"0736"
"00021355";"KILOMETRO 1373";"A4413XAK";"LOS ANDES";"A";"0736"
"00021357";"KILOMETRO 1424";"A4413XAL";"LOS ANDES";"A";"0736"
"00021364";"LAGUNA SECA";"A4413XAC";"LOS ANDES";"A";"0736"
"00021368";"LOS COLORADOS";"A4413XAD";"LOS ANDES";"A";"0736"
"00021372";"MINA JULIO";"A4411XAS";"LOS ANDES";"A";"0736"
"00021359";"MINA LA CASUALIDAD";"A4413XAM";"LOS ANDES";"A";"0736"
"00021375";"MINA TINCALAYA";"A4413XAP";"LOS ANDES";"A";"0736"
"00021381";"OLACAPANTO CHICO";"A4413XAN";"LOS ANDES";"A";"0736"
"00021382";"OLACAPANTO GRANDE";"A4413XAO";"LOS ANDES";"A";"0736"
"00016695";"PARAJE CERRO NEGRO";"A4411XAF";"LOS ANDES";"A";"0736"
"00016696";"PARAJE COBRES";"A4411XAG";"LOS ANDES";"A";"0736"
"00016697";"PARAJE CORTADERAS";"A4411XAH";"LOS ANDES";"A";"0736"
"00016698";"PARAJE ESQUINA DE GUARDIA";"A4411XAI";"LOS ANDES";"A";"0736"
"00016699";"PARAJE LAS CUEVAS";"A4411XAJ";"LOS ANDES";"A";"0736"
"00016700";"PARAJE MINA CONCORDIA";"A4411XAL";"LOS ANDES";"A";"0736"
"00016701";"PARAJE MORRO COLORADO";"A4411XAM";"LOS ANDES";"A";"0736"
"00016702";"PARAJE NACIMIENTOS";"A4411XAN";"LOS ANDES";"A";"0736"
"00016703";"PARAJE OLACAPATO";"A4413XAF";"LOS ANDES";"A";"0736"
"00016704";"PARAJE PASTOS GRANDES";"A4411XAO";"LOS ANDES";"A";"0736"
"00016705";"PARAJE PIRCAS";"A4411XAP";"LOS ANDES";"A";"0736"
"00016706";"PARAJE PIZCUNO";"A4411XAQ";"LOS ANDES";"A";"0736"
"00016707";"PARAJE UNCURU";"A4411XAR";"LOS ANDES";"A";"0736"
"00021383";"POTRERILLOS";"A4411XAT";"LOS ANDES";"A";"0736"
"00021384";"POTRERO DE POYOGASTA";"A4411XAU";"LOS ANDES";"A";"0736"
"00021385";"QUEBRADA DEL AGUA";"A4413XAQ";"LOS ANDES";"A";"0736"
"00011830";"SALADILLO";"A4415XCD";"LOS ANDES";"A";"0736"
"00021388";"SALAR DE POCITOS";"A4413XAR";"LOS ANDES";"A";"0736"
"00011829";"SALAR DEL HOMBRE MUERTO";"A4419XAC";"LOS ANDES";"A";"0736"
"00011831";"SAN ANTONIO DE LOS COBRES";"";"LOS ANDES";"A";"0736"
"00021392";"SANTA ROSA DE LOS PATOS GRANDE";"A4411XAW";"LOS ANDES";"A";"0736"
"00021394";"SOCOMPA";"A4413XAU";"LOS ANDES";"A";"0736"
"00021395";"TACA TACA ESTACION FCGB";"A4413XAV";"LOS ANDES";"A";"0736"
"00021396";"TOLAR CHICO";"A4413XAW";"LOS ANDES";"A";"0736"
"00021397";"TOLAR GRANDE";"A4413XAX";"LOS ANDES";"A";"0736"
"00021401";"UNQUILLAL EMBARCADERO FCGB";"A4413XAS";"LOS ANDES";"A";"0736"
"00021406";"VEGA DE ARIZARO";"A4413XAT";"LOS ANDES";"A";"0736"
"00011832";"ACHARAS";"A4434XBP";"METAN";"A";"0737"
"00021499";"ALGARROBAL VIEJO";"A4446XBC";"METAN";"A";"0737"
"00011833";"ALTO DEL MISTOL";"A4446XBB";"METAN";"A";"0737"
"00011834";"ARROCERO ITALIANO";"A4444XAA";"METAN";"A";"0737"
"00011835";"BAJO GRANDE";"A4446XAT";"METAN";"A";"0737"
"00021502";"BAJO GRANDE DESVIO FCGB";"A4444XAD";"METAN";"A";"0737"
"00011836";"BALDERRAMA";"A4440XAA";"METAN";"A";"0737"
"00011837";"CAMPO ALEGRE";"A4440XAB";"METAN";"A";"0737"
"00011838";"CAMPO AZUL";"A4440XAC";"METAN";"A";"0737"
"00011839";"CHILCAS";"A4434XBI";"METAN";"A";"0737"
"00011840";"CONCHAS";"A4440XAD";"METAN";"A";"0737"
"00021503";"CORRAL QUEMADO";"A4446XBD";"METAN";"A";"0737"
"00011841";"DURAZNO";"A4440XAE";"METAN";"A";"0737"
"00021532";"EL BORDO";"A4432XAX";"METAN";"A";"0737"
"00011842";"EL BORDO CAMPO SANTO";"A4446XAU";"METAN";"A";"0737"
"00011843";"EL GALPON";"";"METAN";"A";"0737"
"00011844";"EL GUANACO";"A4440XAF";"METAN";"A";"0737"
"00011845";"EL PARQUE";"A4444XAF";"METAN";"A";"0737"
"00011846";"EL SAUZAL";"A4440XAO";"METAN";"A";"0737"
"00011847";"EL TUNAL";"A4446XBE";"METAN";"A";"0737"
"00021504";"EL VALLECITO";"A4440XAN";"METAN";"A";"0737"
"00011848";"ESTECO EMBARCADERO FCGB";"A4440XAP";"METAN";"A";"0737"
"00011849";"FINCA ARMONIA";"A4444XAG";"METAN";"A";"0737"
"00011850";"FINCA ROCCA";"A4444XAH";"METAN";"A";"0737"
"00021506";"FOGUISTA J F JUAREZ";"A4444XAE";"METAN";"A";"0737"
"00021509";"HOSTERIA JURAMENTO";"A4440XAX";"METAN";"A";"0737"
"00011851";"JURAMENTO";"A4434XBQ";"METAN";"A";"0737"
"00011852";"LA AGUADITA";"A4440XAQ";"METAN";"A";"0737"
"00011853";"LA ARMONIA";"A4444XAI";"METAN";"A";"0737"
"00011854";"LA CARRETERA";"A4446XBF";"METAN";"A";"0737"
"00021511";"LA COSTOSA";"A4440XAY";"METAN";"A";"0737"
"00011855";"LA CUESTITA METAN";"A4434XBJ";"METAN";"A";"0737"
"00011856";"LA POBLACION";"A4444XAB";"METAN";"A";"0737"
"00011857";"LA POSTA";"A4434XBK";"METAN";"A";"0737"
